Item_Fat_Content	Item_Identifier	Item_Type	Outlet_Establishment_Year	Outlet_Identifier	Outlet_Location_Type	Outlet_Size	Outlet_Type	Item_Visibility	Item_Weight	Sales	Rating
Low Fat	NCL07	Others	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0314021	13.85	40.248	4
Low Fat	NCI31	Others	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0814921	20	35.519	4
Low Fat	FDH21	Seafood	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0312883	10.395	159.56	4
Low Fat	FDX34	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0721315	6.195	120.11	4
Low Fat	FDR58	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0420065	6.675	92.6462	4
Low Fat	FDL33	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.100165	7.235	193.945	4
Low Fat	FDQ58	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0153329	7.315	154.034	4
Low Fat	FDT21	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0204332	7.42	248.909	4
Low Fat	FDK21	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0100326	7.905	248.341	4
Low Fat	FDB22	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.111667	8.02	155.3	4
Low Fat	FDT34	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.174704	9.3	104.096	4
Low Fat	FDT22	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.112325	10.395	60.622	4
Low Fat	FDR45	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.029002	10.8	238.622	4
Low Fat	FDP58	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.135416	11.1	218.348	4
Low Fat	FDT46	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0308696	11.35	49.8008	4
Low Fat	FDZ45	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0670116	14.1	197.108	4
Low Fat	FDC47	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.119132	15	226.969	4
Low Fat	FDJ09	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0585133	15	46.9744	4
Low Fat	FDX45	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.105068	16.75	156.663	4
Low Fat	FDR46	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.1397	16.85	147.776	4
Low Fat	FDP57	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0525505	17.5	101.299	4
Low Fat	FDY10	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0491674	17.6	114.918	4
Low Fat	FDB59	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0153099	18.25	197.608	4
Low Fat	FDR09	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0778822	18.25	258.096	4
Low Fat	FDU34	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0753474	18.25	126.305	4
Low Fat	FDO57	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.108931	20.75	160.958	4
Low Fat	FDQ21	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0194626	21.25	120.876	4
Low Fat	DRG48	Soft Drinks	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0145846	5.78	146.31	4
Low Fat	DRJ01	Soft Drinks	2015	OUT045	Tier 2	Small	Supermarket Type1	0.115266	6.135	160.524	4
Low Fat	DRE13	Soft Drinks	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0277613	6.28	85.8198	4
Low Fat	DRJ49	Soft Drinks	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0140216	6.865	127.165	4
Low Fat	DRD12	Soft Drinks	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0773501	6.96	91.4146	4
Low Fat	DRK01	Soft Drinks	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0611881	7.63	94.0436	4
Low Fat	DRH13	Soft Drinks	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0239344	8.575	105.828	4
Low Fat	DRD37	Soft Drinks	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0138698	9.8	47.406	4
Low Fat	DRD49	Soft Drinks	2015	OUT045	Tier 2	Small	Supermarket Type1	0.168171	9.895	237.756	4
Low Fat	DRF13	Soft Drinks	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0298418	12.1	144.444	4
Low Fat	DRL49	Soft Drinks	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0565435	13.15	140.581	4
Low Fat	DRD13	Soft Drinks	2015	OUT045	Tier 2	Small	Supermarket Type1	0.049179	15	65.6168	4
Low Fat	FDD35	Starchy Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0259169	12.15	120.244	4
Low Fat	FDD11	Starchy Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0306788	12.85	251.704	4
Low Fat	FDF35	Starchy Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.154302	15	105.994	4
Low Fat	FDG59	Starchy Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0433223	15.85	39.6164	4
Low Fat	FDX23	Baking Goods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0298597	6.445	94.1436	4
Low Fat	FDF12	Baking Goods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0828941	8.235	149.308	4
Low Fat	FDC48	Baking Goods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.015949	9.195	84.1592	4
Low Fat	FDB60	Baking Goods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0286834	9.3	195.814	4
Low Fat	FDE24	Baking Goods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0939913	14.85	140.981	4
Low Fat	FDL36	Baking Goods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0765058	15.1	91.583	4
Low Fat	FDN12	Baking Goods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0815627	15.6	112.754	4
Low Fat	FDQ24	Baking Goods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0740834	15.7	253.372	4
Low Fat	FDW48	Baking Goods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.00858913	18	81.0618	4
Low Fat	FDP11	Breads	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0694914	15.85	218.217	4
Low Fat	FDV47	Breads	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0545142	17.1	84.4566	4
Low Fat	FDH38	Canned	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0104973	6.425	118.381	4
Low Fat	FDK14	Canned	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0413383	6.98	83.3934	4
Low Fat	FDY13	Canned	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0302978	12.1	74.767	4
Low Fat	FDT13	Canned	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0186767	14.85	188.721	4
Low Fat	FDO38	Canned	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0732511	17.25	76.4986	4
Low Fat	FDD50	Canned	2020	OUT017	Tier 2	Small	Supermarket Type1	0.142443	18.85	170.413	4
Low Fat	FDG26	Canned	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0428911	18.85	257.633	4
Low Fat	DRI03	Dairy	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0228321	6.03	176.703	4
Low Fat	FDS14	Dairy	2020	OUT017	Tier 2	Small	Supermarket Type1	0	7.285	155.129	4
Low Fat	FDC39	Dairy	2020	OUT017	Tier 2	Small	Supermarket Type1	0	7.405	205.73	4
Low Fat	FDB39	Dairy	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0387368	11.6	55.8272	4
Low Fat	DRG51	Dairy	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0116049	12.1	166.053	4
Low Fat	FDW50	Dairy	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0760055	13.1	166.116	4
Low Fat	FDX14	Dairy	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0753639	13.1	73.8354	4
Low Fat	DRI39	Dairy	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0976111	13.8	54.893	4
Low Fat	DRJ51	Dairy	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0884916	14.1	231.167	4
Low Fat	FDV50	Dairy	2020	OUT017	Tier 2	Small	Supermarket Type1	0.123265	14.3	123.273	4
Low Fat	FDD39	Dairy	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0705517	16.7	217.685	4
Low Fat	FDX26	Dairy	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0883052	17.7	182.329	4
Low Fat	FDX50	Dairy	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0750493	20.1	110.423	4
Low Fat	FDT40	Frozen Foods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0963372	5.985	125.268	4
Low Fat	FDY52	Frozen Foods	2020	OUT017	Tier 2	Small	Supermarket Type1	0	6.365	59.7536	4
Low Fat	FDJ41	Frozen Foods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0230127	6.85	262.059	4
Low Fat	FDR04	Frozen Foods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0226946	7.075	98.8068	4
Low Fat	FDF16	Frozen Foods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0866196	7.3	147.608	4
Low Fat	FDE16	Frozen Foods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0264927	8.895	208.495	4
Low Fat	FDJ16	Frozen Foods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.115535	9.195	59.5246	4
Low Fat	FDZ04	Frozen Foods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0381698	9.31	64.551	4
Low Fat	FDG53	Frozen Foods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0461163	10	141.818	4
Low Fat	FDJ53	Frozen Foods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.071661	10.5	119.71	4
Low Fat	FDD28	Frozen Foods	2020	OUT017	Tier 2	Small	Supermarket Type1	0	10.695	60.5904	4
Low Fat	FDC17	Frozen Foods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0155482	12.15	211.293	4
Low Fat	FDD29	Frozen Foods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0185147	12.15	252.77	4
Low Fat	FDB17	Frozen Foods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0368795	13.15	181.398	4
Low Fat	FDG40	Frozen Foods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0400496	13.65	34.4558	4
Low Fat	FDK41	Frozen Foods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.128263	14.3	83.4224	4
Low Fat	FDQ52	Frozen Foods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.12006	17	246.543	4
Low Fat	FDO40	Frozen Foods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0328127	17.1	147.139	4
Low Fat	FDT04	Frozen Foods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.107647	17.25	39.3822	4
Low Fat	FDF04	Frozen Foods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0137142	17.5	259.23	4
Low Fat	FDI52	Frozen Foods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.10527	18.7	122.907	4
Low Fat	FDD05	Frozen Foods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0167054	19.35	120.81	4
Low Fat	FDZ55	Fruits and Vegetables	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0255524	6.055	158.492	4
Low Fat	FDP32	Fruits and Vegetables	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0881654	6.65	126.868	4
Low Fat	FDA20	Fruits and Vegetables	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0669979	6.78	186.524	4
Low Fat	FDW56	Fruits and Vegetables	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0713013	7.68	190.816	4
Low Fat	FDZ44	Fruits and Vegetables	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0389481	8.185	115.481	4
Low Fat	FDM20	Fruits and Vegetables	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0389046	10	245.414	4
Low Fat	FDC20	Fruits and Vegetables	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0241071	10.65	56.6272	4
Low Fat	FDL08	Fruits and Vegetables	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0500003	10.8	243.914	4
Low Fat	FDI45	Fruits and Vegetables	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0377938	13.1	173.805	4
Low Fat	FDE44	Fruits and Vegetables	2020	OUT017	Tier 2	Small	Supermarket Type1	0.172357	14.65	50.8692	4
Low Fat	FDX55	Fruits and Vegetables	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0555182	15.1	217.317	4
Low Fat	FDD57	Fruits and Vegetables	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0225263	18.1	95.0094	4
Low Fat	FDQ44	Fruits and Vegetables	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0363447	20.5	122.376	4
Low Fat	DRM35	Hard Drinks	2020	OUT017	Tier 2	Small	Supermarket Type1	0.070843	9.695	177.734	4
Low Fat	DRO59	Hard Drinks	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0544606	11.8	77.0012	4
Low Fat	NCH29	Health and Hygiene	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0346688	5.51	98.5726	4
Low Fat	NCJ17	Health and Hygiene	2020	OUT017	Tier 2	Small	Supermarket Type1	0.153419	7.68	86.4224	4
Low Fat	NCN05	Health and Hygiene	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0145415	8.235	184.495	4
Low Fat	NCV53	Health and Hygiene	2020	OUT017	Tier 2	Small	Supermarket Type1	0.01892	8.27	238.088	4
Low Fat	NCI29	Health and Hygiene	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0328061	8.6	143.615	4
Low Fat	NCS29	Health and Hygiene	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0699388	9	264.888	4
Low Fat	NCR05	Health and Hygiene	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0549398	10.1	199.508	4
Low Fat	NCT17	Health and Hygiene	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0421027	10.8	189.721	4
Low Fat	NCK17	Health and Hygiene	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0381092	11	40.948	4
Low Fat	NCO29	Health and Hygiene	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0324386	11.15	163.053	4
Low Fat	NCM29	Health and Hygiene	2020	OUT017	Tier 2	Small	Supermarket Type1	0.017742	11.5	129.663	4
Low Fat	NCQ29	Health and Hygiene	2020	OUT017	Tier 2	Small	Supermarket Type1	0	12	262.328	4
Low Fat	NCL41	Health and Hygiene	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0419737	12.35	35.7216	4
Low Fat	NCY29	Health and Hygiene	2020	OUT017	Tier 2	Small	Supermarket Type1	0.077671	13.65	55.093	4
Low Fat	NCW29	Health and Hygiene	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0290262	14	131.331	4
Low Fat	NCS53	Health and Hygiene	2020	OUT017	Tier 2	Small	Supermarket Type1	0.090286	14.5	159.96	4
Low Fat	NCX05	Health and Hygiene	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0976111	15.2	116.549	4
Low Fat	NCA41	Health and Hygiene	2020	OUT017	Tier 2	Small	Supermarket Type1	0.032771	16.75	192.316	4
Low Fat	NCB06	Health and Hygiene	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0827978	17.6	161.492	4
Low Fat	NCS17	Health and Hygiene	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0809568	18.6	95.2436	4
Low Fat	NCJ05	Health and Hygiene	2020	OUT017	Tier 2	Small	Supermarket Type1	0.046349	18.7	153.668	4
Low Fat	NCY53	Health and Hygiene	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0588121	20	111.654	4
Low Fat	NCA17	Health and Hygiene	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0456751	20.6	150.939	4
Low Fat	NCS30	Household	2020	OUT017	Tier 2	Small	Supermarket Type1	0	5.945	128.965	4
Low Fat	NCJ43	Household	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0272225	6.635	174.04	4
Low Fat	NCA42	Household	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0287101	6.965	158.16	4
Low Fat	NCY18	Household	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0313278	7.285	174.605	4
Low Fat	NCK42	Household	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0131942	7.475	217.419	4
Low Fat	NCM06	Household	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0761562	7.475	156.466	4
Low Fat	NCN06	Household	2020	OUT017	Tier 2	Small	Supermarket Type1	0.121179	8.39	165.187	4
Low Fat	NCH43	Household	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0709681	8.42	215.919	4
Low Fat	NCT54	Household	2020	OUT017	Tier 2	Small	Supermarket Type1	0.120212	8.695	93.2094	4
Low Fat	NCE55	Household	2020	OUT017	Tier 2	Small	Supermarket Type1	0.130663	8.92	175.237	4
Low Fat	NCH06	Household	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0769874	12.3	247.946	4
Low Fat	NCY06	Household	2020	OUT017	Tier 2	High	Supermarket Type1	0.0615309	15.25	132.297	4
Low Fat	NCH55	Household	2020	OUT017	Tier 2	High	Supermarket Type1	0	16.35	127.902	4
Low Fat	NCX06	Household	2020	OUT017	Tier 2	High	Supermarket Type1	0.0157758	17.6	179.198	4
Low Fat	NCL42	Household	2020	OUT017	Tier 2	High	Supermarket Type1	0.0406	18.85	244.014	4
Low Fat	NCO30	Household	2020	OUT017	Tier 2	High	Supermarket Type1	0.0158138	19.5	183.261	4
Low Fat	NCI43	Household	2020	OUT017	Tier 2	High	Supermarket Type1	0.0261156	19.85	49.0376	4
Low Fat	NCJ06	Household	2020	OUT017	Tier 2	High	Supermarket Type1	0.0348486	20.1	118.678	4
Low Fat	NCB43	Household	2020	OUT017	Tier 2	High	Supermarket Type1	0.100477	20.2	187.79	4
Low Fat	NCQ42	Household	2020	OUT017	Tier 2	High	Supermarket Type1	0	20.35	125.168	4
Low Fat	NCA06	Household	2020	OUT017	Tier 2	High	Supermarket Type1	0.144094	20.5	34.819	4
Low Fat	FDA39	Meat	2020	OUT017	Tier 2	High	Supermarket Type1	0.0127899	6.32	39.1822	4
Low Fat	FDV15	Meat	2020	OUT017	Tier 2	High	Supermarket Type1	0.146999	10.3	103.765	4
Low Fat	FDM03	Meat	2020	OUT017	Tier 2	High	Supermarket Type1	0.123727	12.65	107.794	4
Low Fat	FDU39	Meat	2020	OUT017	Tier 2	High	Supermarket Type1	0.0362418	18.85	57.3562	4
Low Fat	FDR39	Meat	2020	OUT017	Tier 2	High	Supermarket Type1	0.0842733	20.35	181.729	4
Low Fat	NCL31	Others	2020	OUT017	Tier 2	High	Supermarket Type1	0.120961	7.39	143.847	4
Low Fat	NCK07	Others	2020	OUT017	Tier 2	High	Supermarket Type1	0.0489621	10.65	165.853	4
Low Fat	NCO02	Others	2020	OUT017	Tier 2	High	Supermarket Type1	0.0737832	11.15	66.0142	4
Low Fat	FDH09	Seafood	2020	OUT017	Tier 2	High	Supermarket Type1	0.0563948	12.6	51.3982	4
Low Fat	FDI57	Seafood	2020	OUT017	Tier 2	High	Supermarket Type1	0.0543312	19.85	198.777	4
Low Fat	FDA33	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	0.0340916	6.48	146.208	4
Low Fat	FDF22	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	0.0571521	6.865	211.822	4
Low Fat	FDZ46	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	0.0695147	7.485	108.723	4
Low Fat	FDH34	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	0.0312711	8.63	186.058	4
Low Fat	FDT58	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	0.0864409	9	167.082	4
Low Fat	FDE34	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	0.108502	9.195	183.663	4
Low Fat	FDT34	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	0.175336	9.3	107.096	4
Low Fat	FDZ22	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	0.045526	9.395	83.425	4
Low Fat	FDC58	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	0.0421796	10.195	44.2428	4
Low Fat	FDZ33	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	0.108005	10.195	148.708	4
Low Fat	FDV09	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	0.0206849	12.1	148.573	4
Low Fat	FDU22	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	0.0938243	12.35	119.912	4
Low Fat	FDI22	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	0.0967567	12.6	208.761	4
Low Fat	FDQ33	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	0.0917231	13.35	148.871	4
Low Fat	FDB34	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	0.0267603	15.25	86.0198	4
Low Fat	FDX45	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	0.105449	16.75	156.163	4
Low Fat	FDP57	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	0.0527408	17.5	103.799	4
Low Fat	FDY10	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	0.0493454	17.6	115.418	4
Low Fat	FDZ09	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	0.105472	17.6	165.687	4
Low Fat	FDJ22	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	0.053109	18.75	193.65	4
Low Fat	DRG49	Soft Drinks	2020	OUT017	Tier 2	High	Supermarket Type1	0.0678369	7.81	246.149	4
Low Fat	DRI01	Soft Drinks	2020	OUT017	Tier 2	High	Supermarket Type1	0.0346478	7.97	171.242	4
Low Fat	DRE48	Soft Drinks	2020	OUT017	Tier 2	High	Supermarket Type1	0	8.43	195.377	4
Low Fat	DRB24	Soft Drinks	2020	OUT017	Tier 2	High	Supermarket Type1	0.0206936	8.785	153.166	4
Low Fat	DRE60	Soft Drinks	2020	OUT017	Tier 2	High	Supermarket Type1	0.160236	9.395	227.872	4
Low Fat	DRF60	Soft Drinks	2020	OUT017	Tier 2	High	Supermarket Type1	0.0523632	10.8	236.556	4
Low Fat	DRJ24	Soft Drinks	2020	OUT017	Tier 2	High	Supermarket Type1	0.11397	11.8	185.192	4
Low Fat	DRI13	Soft Drinks	2020	OUT017	Tier 2	High	Supermarket Type1	0.0204419	15.35	216.451	4
Low Fat	DRH36	Soft Drinks	2020	OUT017	Tier 2	High	Supermarket Type1	0.0335689	16.2	74.9696	4
Low Fat	DRH37	Soft Drinks	2020	OUT017	Tier 2	High	Supermarket Type1	0.0418518	17.6	162.753	4
Low Fat	DRH25	Soft Drinks	2020	OUT017	Tier 2	High	Supermarket Type1	0.0146756	18.7	50.8324	4
Low Fat	FDD35	Starchy Foods	2020	OUT017	Tier 2	High	Supermarket Type1	0.0260107	12.15	119.144	4
Low Fat	FDF47	Starchy Foods	2020	OUT017	Tier 2	High	Supermarket Type1	0.0981704	20.85	224.075	4
low fat	FDB52	Dairy	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0304973	17.75	256.967	4
low fat	FDM44	Fruits and Vegetables	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0311126	12.5	104.999	4
low fat	FDD09	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	0.021618	13.5	179.698	4
low fat	NCR54	Household	2020	OUT017	Tier 2	Medium	Supermarket Type1	0.0910745	16.35	196.811	4
low fat	FDA46	Snack Foods	2020	OUT017	Tier 2	Medium	Supermarket Type1	0.118301	13.6	196.214	4
low fat	FDL22	Snack Foods	2020	OUT017	Tier 2	Medium	Supermarket Type1	0.036596	16.85	90.6488	4
Low Fat	FDC48	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0158563	9.195	81.6592	4
Low Fat	FDI24	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0787289	10.3	178.437	4
Low Fat	FDO24	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	0.176182	11.1	158.16	4
Low Fat	FDW36	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0569219	11.15	107.162	4
Low Fat	FDZ60	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	0.119339	20.5	106.06	4
Low Fat	FDW35	Breads	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0110871	10.6	41.4454	4
Low Fat	FDR35	Breads	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0206938	12.5	199.174	4
Low Fat	FDM13	Breakfast	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0631634	6.425	132.263	4
Low Fat	FDQ37	Breakfast	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0892438	20.75	192.048	4
Low Fat	FDF50	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	0.117308	4.905	195.777	4
Low Fat	FDW25	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0373919	5.175	83.2224	4
Low Fat	FDO25	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	0.127425	6.3	208.127	4
Low Fat	FDK14	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	0.041098	6.98	81.6934	4
Low Fat	FDT25	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0507414	7.5	123.207	4
Low Fat	FDU13	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	0.187523	8.355	146.242	4
Low Fat	FDC26	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	0.126359	10.195	109.289	4
Low Fat	FDM14	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0132615	13.8	108.025	4
Low Fat	FDT13	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0185681	14.85	188.221	4
Low Fat	FDC02	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0688095	21.35	258.528	4
Low Fat	DRI03	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0226994	6.03	176.403	4
Low Fat	FDB51	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0384468	6.92	63.5852	4
Low Fat	FDC39	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	0.159165	7.405	207.13	4
Low Fat	FDE39	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0361277	7.89	117.478	4
Low Fat	FDB16	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0449173	8.21	88.5198	4
Low Fat	FDY14	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0700269	10.3	263.623	4
Low Fat	DRD15	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0567852	10.6	231.964	4
Low Fat	DRE27	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	0.132645	11.85	96.9726	4
Low Fat	FDD03	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0797912	13.3	232.73	4
Low Fat	FDI15	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	0.141326	13.8	265.088	4
Low Fat	DRI51	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0422336	17.25	173.376	4
